"Order_ID","Customer_ID","Product","Order_Date","Order_Year","Order_Quarter","Quantity","Unit_Price","Total_Sales","Product_ID"
"ORD100107","CUST4881","Book","2025-08-09",2025,3,2,2814.55,5629.1,2
"ORD100108","CUST6707","Mobile","2025-03-20",2025,1,8,41112.05,328896.4,3
"ORD100109","CUST2796","Book","2025-09-18",2025,3,4,36826.88,147307.52,2
"ORD100110","CUST5524","Chair","2025-10-15",2025,4,3,42806.52,128419.56,6
"ORD100111","CUST9882","Laptop","2025-09-04",2025,3,6,5533.0,33198.0,4
"ORD100112","CUST3001","Laptop","2025-03-01",2025,1,3,2638.97,7916.91,4
"ORD100113","CUST5433","Book","2025-01-17",2025,1,4,25002.72,100010.88,2
"ORD100114","CUST3794","Book","2025-07-11",2025,3,10,10391.75,103917.5,2
"ORD100115","CUST2345","Book","2025-09-09",2025,3,10,22437.16,224371.6,2
"ORD100116","CUST8316","Laptop","2025-02-13",2025,1,9,41053.56,369482.04,4
"ORD100117","CUST9354","Rice","2025-03-27",2025,1,2,21391.19,42782.38,1
"ORD100118","CUST2871","Chair","2025-09-18",2025,3,4,36875.19,147500.76,6
"ORD100119","CUST7341","Mobile","2025-04-10",2025,2,4,41640.74,166562.96,3
"ORD100121","CUST9563","Book","2025-05-19",2025,2,8,4391.72,35133.76,2
"ORD100122","CUST2286","Laptop","2025-12-22",2025,4,2,18152.14,36304.28,4
"ORD100123","CUST2423","Mobile","2025-11-20",2025,4,7,16254.12,113778.84,3
"ORD100124","CUST2378","Shoes","2025-07-08",2025,3,5,3805.27,19026.35,5
"ORD100125","CUST6995","Book","2025-01-14",2025,1,7,46489.41,325425.87,2
"ORD100126","CUST3677","Shoes","2025-06-13",2025,2,1,17041.21,17041.21,5
"ORD100127","CUST6627","Rice","2025-01-14",2025,1,6,41494.43,248966.58,1
"ORD100128","CUST6238","Rice","2025-12-04",2025,4,10,25930.1,259301.0,1
"ORD100129","CUST8352","Laptop","2025-03-04",2025,1,8,26281.83,210254.64,4
"ORD100130","CUST2870","Mobile","2025-03-09",2025,1,8,21833.32,174666.56,3
"ORD100131","CUST4751","Rice","2025-11-29",2025,4,6,40577.1,243462.6,1
"ORD100132","CUST7031","Shoes","2025-01-17",2025,1,5,39039.96,195199.8,5
"ORD100133","CUST8366","Book","2025-03-25",2025,1,10,29902.97,299029.7,2
"ORD100134","CUST2863","Mobile","2025-02-10",2025,1,7,18967.46,132772.22,3
"ORD100135","CUST8298","Mobile","2025-03-10",2025,1,10,42943.17,429431.7,3
"ORD100136","CUST9577","Laptop","2025-03-21",2025,1,6,24216.91,145301.46,4
"ORD100137","CUST3054","Chair","2025-05-30",2025,2,9,7093.9,63845.1,6
"ORD100138","CUST6791","Chair","2025-11-27",2025,4,5,29748.17,148740.85,6
"ORD100139","CUST7062","Laptop","2025-09-18",2025,3,8,22563.72,180509.76,4
"ORD100140","CUST6625","Mobile","2025-04-04",2025,2,7,17321.68,121251.76,3
"ORD100141","CUST4824","Laptop","2025-01-25",2025,1,9,25138.42,226245.78,4
"ORD100142","CUST1339","Book","2025-07-31",2025,3,6,33887.35,203324.1,2
"ORD100143","CUST1113","Shoes","2025-03-05",2025,1,6,30177.21,181063.26,5
"ORD100144","CUST4034","Mobile","2025-06-30",2025,2,3,28572.4,85717.2,3
"ORD100145","CUST6997","Mobile","2025-12-06",2025,4,4,6898.4,27593.6,3
"ORD100146","CUST2480","Shoes","2025-03-12",2025,1,1,20740.93,20740.93,5
"ORD100147","CUST9450","Laptop","2025-06-08",2025,2,3,37576.35,112729.05,4
"ORD100148","CUST8408","Mobile","2025-07-07",2025,3,6,20416.04,122496.24,3
"ORD100149","CUST7178","Chair","2025-09-17",2025,3,2,8092.78,16185.56,6
"ORD100150","CUST4132","Chair","2025-04-01",2025,2,4,1973.64,7894.56,6
"ORD100151","CUST4829","Shoes","2025-09-13",2025,3,8,41749.55,333996.4,5
"ORD100152","CUST5188","Laptop","2025-02-08",2025,1,9,48833.27,439499.43,4
"ORD100153","CUST1928","Mobile","2025-06-26",2025,2,7,48642.53,340497.71,3
"ORD100154","CUST3887","Laptop","2025-10-26",2025,4,4,42299.16,169196.64,4
"ORD100155","CUST5211","Book","2025-03-18",2025,1,5,38233.51,191167.55,2
"ORD100156","CUST2236","Mobile","2025-07-22",2025,3,4,6502.53,26010.12,3
"ORD100157","CUST5375","Book","2025-03-11",2025,1,2,18293.96,36587.92,2
"ORD100158","CUST4137","Mobile","2025-08-31",2025,3,2,40810.01,81620.02,3
"ORD100159","CUST5113","Mobile","2025-02-16",2025,1,7,28469.0,199283.0,3
"ORD100160","CUST7263","Chair","2025-09-20",2025,3,10,1085.13,10851.3,6
"ORD100161","CUST2562","Rice","2025-10-22",2025,4,3,145.78,437.34,1
"ORD100162","CUST9297","Mobile","2025-06-03",2025,2,9,22636.01,203724.09,3
"ORD100163","CUST2295","Book","2025-11-04",2025,4,6,39830.65,238983.9,2
"ORD100164","CUST3839","Mobile","2025-01-07",2025,1,10,41054.72,410547.2,3
"ORD100165","CUST8010","Rice","2026-01-01",2026,1,4,35300.11,141200.44,1
"ORD100166","CUST9008","Book","2025-10-20",2025,4,5,25053.25,125266.25,2
"ORD100167","CUST3714","Rice","2025-09-04",2025,3,7,23674.97,165724.79,1
"ORD100168","CUST5036","Chair","2025-03-03",2025,1,8,37436.26,299490.08,6
"ORD100169","CUST1479","Chair","2025-08-06",2025,3,10,31730.57,317305.7,6
"ORD100170","CUST9875","Laptop","2025-04-04",2025,2,4,30139.27,120557.08,4
"ORD100171","CUST3522","Chair","2025-01-20",2025,1,3,10289.67,30869.01,6
"ORD100172","CUST4062","Chair","2025-05-10",2025,2,1,8906.18,8906.18,6
"ORD100173","CUST4009","Rice","2025-01-26",2025,1,2,21856.64,43713.28,1
"ORD100174","CUST4685","Rice","2025-04-08",2025,2,9,26781.39,241032.51,1
"ORD100175","CUST3564","Rice","2025-06-07",2025,2,9,49390.42,444513.78,1
"ORD100176","CUST8722","Laptop","2025-01-11",2025,1,9,21792.76,196134.84,4
"ORD100177","CUST3602","Mobile","2025-06-04",2025,2,4,16850.46,67401.84,3
"ORD100178","CUST9812","Mobile","2025-06-21",2025,2,2,14098.13,28196.26,3
"ORD100179","CUST4747","Mobile","2025-07-01",2025,3,3,34033.11,102099.33,3
"ORD100180","CUST1766","Laptop","2025-03-05",2025,1,5,1423.81,7119.05,4
"ORD100181","CUST3366","Rice","2025-10-31",2025,4,8,29735.57,237884.56,1
"ORD100182","CUST1215","Chair","2025-01-26",2025,1,7,1481.0,10367.0,6
"ORD100183","CUST3508","Laptop","2025-11-14",2025,4,8,23129.36,185034.88,4
"ORD100184","CUST5988","Chair","2025-10-24",2025,4,2,44336.38,88672.76,6
"ORD100185","CUST3662","Laptop","2025-01-15",2025,1,5,2983.97,14919.85,4
"ORD100186","CUST3397","Chair","2025-03-08",2025,1,3,8820.55,26461.65,6
"ORD100187","CUST4777","Laptop","2025-05-13",2025,2,1,21001.73,21001.73,4
"ORD100188","CUST9059","Laptop","2025-04-27",2025,2,9,16767.5,150907.5,4
"ORD100189","CUST5600","Rice","2025-06-26",2025,2,3,47959.38,143878.14,1
"ORD100190","CUST7574","Chair","2025-09-08",2025,3,5,7642.84,38214.2,6
"ORD100191","CUST1436","Laptop","2025-11-27",2025,4,10,1959.05,19590.5,4
"ORD100192","CUST3625","Mobile","2025-02-26",2025,1,4,26460.39,105841.56,3
"ORD100193","CUST5168","Laptop","2025-06-05",2025,2,6,9132.85,54797.1,4
"ORD100194","CUST6821","Book","2025-06-13",2025,2,8,34260.45,274083.6,2
"ORD100195","CUST6228","Book","2025-08-06",2025,3,4,22321.8,89287.2,2
"ORD100196","CUST3002","Book","2025-11-19",2025,4,8,27492.16,219937.28,2
"ORD100197","CUST3685","Chair","2025-10-26",2025,4,1,35489.21,35489.21,6
"ORD100198","CUST3417","Laptop","2025-02-08",2025,1,8,31510.55,252084.4,4
"ORD100199","CUST7187","Mobile","2025-01-04",2025,1,1,16633.85,16633.85,3
"ORD100200","CUST2953","Rice","2025-02-24",2025,1,8,27608.55,220868.4,1
"ORD100201","CUST2779","Rice","2025-12-23",2025,4,7,25521.26,178648.82,1
"ORD100202","CUST6564","Mobile","2025-02-26",2025,1,4,35658.89,142635.56,3
"ORD100203","CUST4996","Laptop","2025-03-10",2025,1,8,18088.02,144704.16,4
"ORD100204","CUST2428","Book","2025-12-16",2025,4,3,16041.29,48123.87,2
"ORD100205","CUST2448","Chair","2025-02-26",2025,1,9,16533.74,148803.66,6
"ORD100206","CUST1049","Book","2025-03-09",2025,1,1,16714.64,16714.64,2
"ORD100207","CUST9728","Rice","2025-08-30",2025,3,4,46356.08,185424.32,1
"ORD100208","CUST6932","Shoes","2025-02-25",2025,1,8,2636.28,21090.24,5
"ORD100209","CUST9159","Mobile","2025-04-05",2025,2,6,34808.76,208852.56,3
"ORD100210","CUST6518","Shoes","2025-08-25",2025,3,10,17713.87,177138.7,5
"ORD100211","CUST4756","Book","2025-04-16",2025,2,3,4421.33,13263.99,2
"ORD100212","CUST7659","Chair","2025-04-10",2025,2,1,49067.82,49067.82,6
"ORD100213","CUST6727","Mobile","2025-11-09",2025,4,6,18644.18,111865.08,3
"ORD100214","CUST8049","Laptop","2025-08-25",2025,3,9,14462.81,130165.29,4
"ORD100215","CUST4705","Shoes","2025-07-18",2025,3,1,29838.32,29838.32,5
"ORD100216","CUST5355","Rice","2025-03-20",2025,1,5,9508.4,47542.0,1
"ORD100217","CUST3186","Mobile","2025-03-23",2025,1,4,39054.95,156219.8,3
"ORD100218","CUST1822","Mobile","2025-10-07",2025,4,6,20308.85,121853.1,3
"ORD100219","CUST9645","Rice","2025-01-13",2025,1,4,15549.95,62199.8,1
"ORD100220","CUST2997","Laptop","2025-09-14",2025,3,1,34192.3,34192.3,4
"ORD100221","CUST2088","Book","2025-04-27",2025,2,2,12214.1,24428.2,2
"ORD100222","CUST1711","Shoes","2025-07-13",2025,3,10,49086.64,490866.4,5
"ORD100223","CUST9840","Mobile","2025-01-10",2025,1,8,20404.62,163236.96,3
"ORD100224","CUST7613","Laptop","2025-12-06",2025,4,8,49347.28,394778.24,4
"ORD100225","CUST1443","Rice","2025-12-07",2025,4,1,25336.7,25336.7,1
"ORD100226","CUST9319","Rice","2025-02-08",2025,1,5,7361.11,36805.55,1
"ORD100227","CUST6773","Laptop","2025-04-07",2025,2,4,33205.94,132823.76,4
"ORD100228","CUST5214","Chair","2025-06-19",2025,2,4,21609.52,86438.08,6
"ORD100229","CUST3618","Laptop","2025-07-08",2025,3,10,33072.39,330723.9,4
"ORD100230","CUST3668","Mobile","2025-11-01",2025,4,6,46679.69,280078.14,3
"ORD100231","CUST7315","Book","2025-05-16",2025,2,3,17931.34,53794.02,2
"ORD100232","CUST9158","Chair","2025-04-11",2025,2,4,5518.32,22073.28,6
"ORD100233","CUST6522","Book","2025-06-21",2025,2,7,15331.09,107317.63,2
"ORD100234","CUST3760","Shoes","2025-09-05",2025,3,1,41626.11,41626.11,5
"ORD100235","CUST5079","Chair","2025-10-22",2025,4,8,33479.62,267836.96,6
"ORD100236","CUST6082","Laptop","2025-05-19",2025,2,9,44135.66,397220.94,4
"ORD100237","CUST8311","Mobile","2025-06-25",2025,2,10,4504.89,45048.9,3
"ORD100238","CUST5945","Shoes","2025-02-04",2025,1,7,28710.98,200976.86,5
"ORD100239","CUST9191","Book","2025-02-23",2025,1,6,25562.3,153373.8,2
"ORD100241","CUST1197","Book","2025-02-12",2025,1,4,1486.03,5944.12,2
"ORD100242","CUST6111","Laptop","2025-12-22",2025,4,8,4159.17,33273.36,4
"ORD100243","CUST1367","Book","2025-05-04",2025,2,7,6218.47,43529.29,2
"ORD100244","CUST6584","Mobile","2025-03-27",2025,1,10,29646.26,296462.6,3
"ORD100245","CUST2862","Rice","2025-09-21",2025,3,7,10674.88,74724.16,1
"ORD100246","CUST4094","Rice","2025-05-31",2025,2,4,44577.29,178309.16,1
"ORD100247","CUST5129","Book","2025-09-17",2025,3,6,36587.03,219522.18,2
"ORD100248","CUST4629","Mobile","2025-02-09",2025,1,3,25277.79,75833.37,3
"ORD100249","CUST5454","Chair","2025-01-23",2025,1,10,30855.5,308555.0,6
"ORD100250","CUST3169","Mobile","2025-12-20",2025,4,7,19829.73,138808.11,3
"ORD100251","CUST9047","Laptop","2025-04-02",2025,2,7,46461.17,325228.19,4
"ORD100252","CUST9097","Book","2025-08-28",2025,3,2,32168.36,64336.72,2
"ORD100253","CUST2006","Book","2025-04-16",2025,2,2,1655.36,3310.72,2
"ORD100254","CUST5418","Book","2025-08-17",2025,3,4,44463.18,177852.72,2
"ORD100255","CUST8067","Chair","2025-05-02",2025,2,6,43576.14,261456.84,6
"ORD100256","CUST3080","Chair","2025-05-03",2025,2,1,43789.89,43789.89,6
"ORD100257","CUST6728","Mobile","2025-12-15",2025,4,1,34757.71,34757.71,3
"ORD100258","CUST7801","Chair","2025-09-10",2025,3,7,6196.22,43373.54,6
"ORD100259","CUST4686","Rice","2025-06-18",2025,2,8,36364.84,290918.72,1
"ORD100260","CUST6345","Chair","2025-01-20",2025,1,3,15948.34,47845.02,6
"ORD100261","CUST6927","Chair","2025-07-09",2025,3,5,17292.4,86462.0,6
"ORD100262","CUST8686","Chair","2025-10-28",2025,4,6,29255.02,175530.12,6
"ORD100263","CUST6585","Rice","2025-06-22",2025,2,4,25906.46,103625.84,1
"ORD100264","CUST7176","Chair","2025-04-18",2025,2,9,6110.1,54990.9,6
"ORD100265","CUST9233","Chair","2025-05-04",2025,2,10,36331.75,363317.5,6
"ORD100266","CUST7501","Rice","2025-11-26",2025,4,8,6459.95,51679.6,1
"ORD100267","CUST7082","Book","2025-05-06",2025,2,4,25164.5,100658.0,2
"ORD100268","CUST2463","Laptop","2025-04-04",2025,2,5,49665.71,248328.55,4
"ORD100269","CUST1662","Book","2025-08-01",2025,3,7,13789.53,96526.71,2
"ORD100270","CUST7413","Laptop","2025-10-25",2025,4,5,16404.25,82021.25,4
"ORD100271","CUST1994","Book","2025-12-26",2025,4,3,32373.88,97121.64,2
"ORD100272","CUST6173","Mobile","2025-08-03",2025,3,7,21466.96,150268.72,3
"ORD100273","CUST7374","Book","2025-01-10",2025,1,5,47201.84,236009.2,2
"ORD100274","CUST4737","Book","2025-09-11",2025,3,5,36171.66,180858.3,2
"ORD100275","CUST3689","Laptop","2025-06-07",2025,2,8,47311.77,378494.16,4
"ORD100276","CUST6444","Book","2025-09-06",2025,3,9,28865.26,259787.34,2
"ORD100277","CUST2152","Mobile","2025-09-13",2025,3,2,48433.7,96867.4,3
"ORD100278","CUST1636","Chair","2025-09-14",2025,3,7,7528.42,52698.94,6
"ORD100279","CUST3341","Mobile","2025-09-30",2025,3,4,46629.93,186519.72,3
"ORD100280","CUST1463","Shoes","2025-08-19",2025,3,3,32403.32,97209.96,5
"ORD100281","CUST3877","Mobile","2025-12-26",2025,4,6,14220.63,85323.78,3
"ORD100282","CUST6407","Laptop","2025-12-28",2025,4,6,5810.2,34861.2,4
"ORD100283","CUST4381","Laptop","2025-01-09",2025,1,6,22627.46,135764.76,4
"ORD100284","CUST5097","Mobile","2025-05-09",2025,2,9,20619.08,185571.72,3
"ORD100285","CUST9910","Shoes","2025-10-17",2025,4,2,45034.12,90068.24,5
"ORD100286","CUST7806","Rice","2025-10-23",2025,4,2,40768.5,81537.0,1
"ORD100287","CUST8105","Mobile","2025-01-11",2025,1,3,35888.63,107665.89,3
"ORD100288","CUST6002","Laptop","2025-11-04",2025,4,9,23875.09,214875.81,4
"ORD100289","CUST1334","Shoes","2025-11-07",2025,4,2,17100.29,34200.58,5
"ORD100290","CUST9248","Chair","2025-04-06",2025,2,7,15202.84,106419.88,6
"ORD100291","CUST7152","Mobile","2025-08-31",2025,3,6,17696.96,106181.76,3
"ORD100292","CUST8650","Rice","2025-02-20",2025,1,6,13138.1,78828.6,1
"ORD100293","CUST9284","Book","2025-04-16",2025,2,5,3842.06,19210.3,2
"ORD100294","CUST4169","Rice","2025-03-02",2025,1,4,6495.5,25982.0,1
"ORD100295","CUST3464","Book","2025-05-04",2025,2,4,43207.48,172829.92,2
"ORD100296","CUST8294","Book","2025-07-04",2025,3,4,49876.67,199506.68,2
"ORD100297","CUST4845","Chair","2025-11-18",2025,4,1,2599.12,2599.12,6
"ORD100298","CUST6538","Mobile","2025-07-28",2025,3,4,6652.95,26611.8,3
"ORD100299","CUST6028","Laptop","2025-03-25",2025,1,4,20533.23,82132.92,4
"ORD100300","CUST7944","Chair","2025-07-01",2025,3,6,28595.31,171571.86,6
"ORD100301","CUST5406","Mobile","2025-09-12",2025,3,5,9509.13,47545.65,3
"ORD100302","CUST9552","Chair","2025-08-09",2025,3,7,1106.55,7745.85,6
"ORD100303","CUST3059","Shoes","2025-03-27",2025,1,6,39075.07,234450.42,5
"ORD100304","CUST1183","Chair","2025-07-06",2025,3,7,7046.4,49324.8,6
"ORD100305","CUST1088","Shoes","2025-08-27",2025,3,5,40763.95,203819.75,5
"ORD100306","CUST8195","Shoes","2025-08-02",2025,3,1,3727.43,3727.43,5
"ORD100307","CUST1231","Rice","2026-01-01",2026,1,4,46771.94,187087.76,1
"ORD100308","CUST6206","Book","2025-12-12",2025,4,7,43207.91,302455.37,2
"ORD100309","CUST7625","Book","2025-03-23",2025,1,3,5803.11,17409.33,2
"ORD100310","CUST1762","Book","2025-07-29",2025,3,4,30974.95,123899.8,2
"ORD100311","CUST1743","Shoes","2025-09-08",2025,3,4,40276.76,161107.04,5
"ORD100312","CUST9788","Mobile","2025-11-12",2025,4,8,17270.72,138165.76,3
"ORD100313","CUST2687","Book","2025-10-23",2025,4,6,8249.36,49496.16,2
"ORD100314","CUST3094","Mobile","2025-07-22",2025,3,8,42935.06,343480.48,3
"ORD100315","CUST7059","Laptop","2025-06-08",2025,2,8,1722.06,13776.48,4
"ORD100316","CUST8229","Mobile","2025-04-21",2025,2,5,25857.91,129289.55,3
"ORD100317","CUST9307","Book","2025-02-25",2025,1,4,47319.13,189276.52,2
"ORD100318","CUST2457","Mobile","2025-01-30",2025,1,2,21816.67,43633.34,3
"ORD100319","CUST5057","Shoes","2025-06-08",2025,2,3,10075.98,30227.94,5
"ORD100320","CUST1516","Laptop","2025-05-07",2025,2,9,22182.44,199641.96,4
"ORD100321","CUST4527","Book","2025-06-22",2025,2,6,35006.3,210037.8,2
"ORD100322","CUST2650","Chair","2025-08-15",2025,3,10,16222.64,162226.4,6
"ORD100323","CUST1932","Mobile","2025-09-20",2025,3,4,1935.28,7741.12,3
